-1,Place Name,Latitude,Longitude,Rating,User_Total_Rating,Types,Address,Place_ID,Compound_Code,Global_Code
4192,The Medinova Hospital.,22.1297441,90.231013,4,3,"['hospital', 'health', 'point_of_interest', 'establishment']",Amtali,ChIJp8aT3OSTqjARoH8haldXFRI,"46HJ+VC Amtali, Bangladesh",7MJG46HJ+VC
4193,"Upazilla Health Complex, Amtali",22.1304818,90.2309006,4.4,19,"['hospital', 'health', 'point_of_interest', 'establishment']","Dhaka-Kuakata Road, Amtali",ChIJF3hszuSTqjARCin2limLJwQ,"46JJ+59 Amtali, Bangladesh",7MJG46JJ+59
4194,Amtali Old Hospital,22.1420047,90.2297163,3,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Amtali,ChIJnxNxsPiTqjARaVp5EooH0RM,"46RH+RV Amtali, Bangladesh",7MJG46RH+RV
4195,Masood Medical Hall,24.6018699,90.2280776,3,3,"['hospital', 'health', 'point_of_interest', 'establishment']",Unnamed Road,ChIJ23mzt6Y-VjcRMeBSthWrDz4,"J62H+P6 Bakta, Bangladesh",7MPGJ62H+P6
4197,Kalkini Modern Hospital and digital diagnostic center,23.0742309,90.2277289,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Academy Road, Kalkini",ChIJz9mcOTJrVTcRvlV85hOW2BY,"36FH+M3 Kalkini, Bangladesh",7MMG36FH+M3
4198,Upazila Health Complex Dhamrai,23.9135162,90.2275441,4.3,57,"['hospital', 'health', 'point_of_interest', 'establishment']","Islampur, Islampur Dhamrai Bypass Road, Dhamrai",ChIJ2f1Nn9PoVTcRoRF9vohnF6I,"W67H+C2 Dhamrai, Bangladesh",7MMGW67H+C2
4199,Seba Medical Centre,23.9132512,90.2268301,3.8,4,"['hospital', 'health', 'point_of_interest', 'establishment']",Dhamrai,ChIJi9Tmn9PoVTcRKqUC13EGfxs,"W67G+8P Dhamrai, Bangladesh",7MMGW67G+8P
4200,Medilab Diagnostic Center,22.9727544,90.2267405,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Upazila Road,ChIJtcxS2jRBVTcR5nyFwV3dk6k,"X6FG+4M Gournadi, Bangladesh",7MJGX6FG+4M
4203,Upzilla Health Complex,22.7840963,90.2265327,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Swarupkathi - Barisal Road,ChIJk5V8-cpIVTcROD8h2qQDcWY,"Q6MG+JJ Changaria, Bangladesh",7MJGQ6MG+JJ
4204,Talgasia deshantarkathi Community Clinic,22.4537602,90.2264887,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Betagi Upazila,ChIJD9fXcDW3qjARKYIC5HdnRdc,"F63G+GH Gariabania, Bangladesh",7MJGF63G+GH
4205,Kalkini Upozilla Health Complex/ Kalkini Hospital,23.0748203,90.2264036,3,2,"['hospital', 'health', 'point_of_interest', 'establishment']","Kalkini-vurghata, road",ChIJ2Si2R19rVTcRbDddkh1qADs,"36FG+WH Kalkini, Bangladesh",7MMG36FG+WH
4206,Bahar Chala Community Clinic,24.5818778,90.2261456,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Fulbaria Upazila,ChIJI-iGqQY_VjcRhdgP8Hpvt4k,"H6JG+QF Rangamatia, Bangladesh",7MPGH6JG+QF
4207,Pashu Hospital,22.1378434,90.2261209,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Bondor Primary Road, Amtali",ChIJDUQIb_6TqjAR_zg1caLAhD8,"46QG+4C Amtali, Bangladesh",7MJG46QG+4C
4208,SOHEL HOMOEO Clinic,22.1328519,90.2260416,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","260 SADAR ROAD, Amtali",ChIJyRW5Dn-TqjARSMTCDQcp6Js,"46MG+4C Amtali, Bangladesh",7MJG46MG+4C
4209,Gazi Bari community clinic,23.6235563,90.2256046,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Charcharia,ChIJhbZTfkKXVTcR27_g3ohggbM,"J6FG+C6 Churain, Bangladesh",7MMGJ6FG+C6
4210,Ashokathi General Hospital,22.9621266,90.2254028,3,5,"['hospital', 'health', 'point_of_interest', 'establishment']",Gaurnadi Upazila,ChIJLaM0dIdBVTcRr-YOw7C-0BQ,"X66G+V5 Asukathi, Bangladesh",7MJGX66G+V5
4211,Gournadi Upozila Health Complex,22.962017,90.225275,3.5,6,"['hospital', 'health', 'point_of_interest', 'establishment']",Asukathi,ChIJe06_dodBVTcR2dZDmDZP1CY,"X66G+R4 Asukathi, Bangladesh",7MJGX66G+R4
4212,Old hospital,21.9835813,90.225199,not found,not found,"['hospital', 'premise', 'health', 'point_of_interest', 'establishment']",Kalapara,ChIJnyyAQieMqjAR_F_W-bLWbBo,not found,not found
4213,Sharmin Clinic and Diagnostic Center,22.9646205,90.2241385,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Dhaka - Barisal Highway,ChIJOXmQsCJDVTcROd_9tbdu56g,"X67F+RM Gournadi, Bangladesh",7MJGX67F+RM
4214,Doctors Digital Diagnostic Center and Doctors chamber,22.971965,90.223901,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Gaurnadi Upazila,ChIJkbeMS6ZDVTcR3T9myE8XOfw,"X6CF+QH Gournadi, Bangladesh",7MJGX6CF+QH
4215,Sikder Clinic,22.9742369,90.2221213,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Gournadi,ChIJww2pm5BDVTcRddhp6pbx9pg,"X6FC+MR Gournadi, Bangladesh",7MJGX6FC+MR
4216,Alpha Pathological Lab: and Medical Services,22.9723766,90.2219535,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Gaurnadi Main Road, Gournadi",ChIJsQKdY-JDVTcRqStKfbz_KuU,"X6CC+XQ Gournadi, Bangladesh",7MJGX6CC+XQ
4217,Comfort Dental Care,22.9724411,90.2216366,3.8,4,"['hospital', 'health', 'point_of_interest', 'establishment']",Gournadi,ChIJndqQIyFCVTcR_aa8ZpdQawo,"X6CC+XM Gournadi, Bangladesh",7MJGX6CC+XM
4218,Chayanica hospital & diagnostic centre ltd.,23.9156536,90.2213027,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Islampur Road, Dhamrai",ChIJB0Uu6AvvVTcRey2mTKbmE-k,"W68C+7G Dhamrai, Bangladesh",7MMGW68C+7G
4219,Guinness Care Hospital,23.9087066,90.2211909,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Thana stand,ChIJ6Qp_QjPvVTcRfamul1AoKpo,"W65C+FF Dhamrai, Bangladesh",7MMGW65C+FF
4220,Rome American Hospital,23.9087451,90.2211899,4.3,10,"['hospital', 'health', 'point_of_interest', 'establishment']",Dhamrai Upazila,ChIJFY0SSyrvVTcRpoAv0lhXR8s,"W65C+FF Dhamrai, Bangladesh",7MMGW65C+FF
4221,Kailail government Hospital (Telenga),23.6755478,90.2209539,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Telenga,ChIJfVDK-4-TVTcR-_vUN6mypWk,"M6GC+69 Telenga, Bangladesh",7MMGM6GC+69
4222,Kuraliya Ponchait Baari Clinic,22.5741103,90.2209054,5,3,"['hospital', 'health', 'point_of_interest', 'establishment']",Nalchity Upazila,ChIJBdt2d_uzqjARsnakm8PA6eI,"H6FC+J9 Mathbari, Bangladesh",7MJGH6FC+J9
4223,Gournadi Nursing Home & Diagnostic Center,22.9761357,90.2208876,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Gaurnadi Upazila,ChIJUdU-ynZDVTcRSsQ1FUbwfuk,"X6GC+F9 Gournadi, Bangladesh",7MJGX6GC+F9
4225,Sholak Community Clinic,22.9030041,90.2203626,1,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Wazirpur Upazila,ChIJqQBi1wBEVTcR_Qec3hc91SM,"W63C+64 Sholak, Bangladesh",7MJGW63C+64
4226,Dhamrai Diabetes Hospital,23.9052897,90.2199338,2.5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Abdul Khaleque Road,ChIJr6nj_NXuVTcRT_otE7xWTaY,"W649+4X Chaybaria, Bangladesh",7MMGW649+4X
4228,Swiss Hospital,23.0087467,90.2195197,4.3,3,"['hospital', 'health', 'point_of_interest', 'establishment']",Gaurnadi Upazila,ChIJawia3vtpVTcReCwfogEaarU,"2659+FR Rajiher, Bangladesh",7MMG2659+FR
4229,Sikdar klinik and hospital,22.971758,90.2193708,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Gaurnadi Upazila,ChIJBY6en5VDVTcRqCPVmPQJpk0,"X6C9+PP Gournadi, Bangladesh",7MJGX6C9+PP
4230,Sikder Clinic and Diagnostic Center,22.9718061,90.2193025,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Gournadi Teletalk Tower, Gaurnadi Main Road, Gournadi",ChIJU9LSiQ1DVTcRAbvr2y3eF_s,"X6C9+PP Gournadi, Bangladesh",7MJGX6C9+PP
4231,Somoy Digital Diagnostic - Somoy Digital Diagnostic,21.9862372,90.2189098,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Power House Road Sohid Swakot Hossain Shorok, কলাপাড়া",ChIJTXOd8riPqjARmRD_Z9wJuOQ,"X6P9+FH Kalapara, Bangladesh",7MHGX6P9+FH
4232,Upozela Sastho Complex,21.9872132,90.2186282,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Kalapara,ChIJH-QYSJuOqjAROodWqUhMRdo,"X6P9+VF Kalapara, Bangladesh",7MHGX6P9+VF
4233,Mouri Clinic and Diagnostic Centre,22.971386,90.218434,3.3,4,"['hospital', 'health', 'point_of_interest', 'establishment']","Uttar Bijoypur, Gournadi",ChIJwXztV4hDVTcRGNU_FJME0pM,"X6C9+H9 Gournadi, Bangladesh",7MJGX6C9+H9
4234,Kalapara Upazila Health Complex,21.9874973,90.2183345,4.4,27,"['hospital', 'health', 'point_of_interest', 'establishment']","Dhaka-Kuakata Road, Kalapara",ChIJY8CpNpuOqjARMEe0yzgLcCY,"X6P9+X8 Kalapara, Bangladesh",7MHGX6P9+X8
4235,Sami Hospital & Diagnostic Center,23.5176347,90.2181461,4.3,3,"['hospital', 'health', 'point_of_interest', 'establishment']","Frezkhan Shopping Center, G699+27, Rarikhal",ChIJgyaJk7fHVTcRJWo7lqYIBy8,"G699+37 Rarikhal, Bangladesh",7MMGG699+37
4236,Hira Panna Hospital,23.517597,90.2179774,5,3,"['hospital', 'doctor', 'health', 'point_of_interest', 'store', 'establishment']","Bazar, Balasur",ChIJ4aymc9GbVTcR5TAmXHHU4q0,"G699+25 Balasur, Bangladesh",7MMGG699+25
4238,Amena begum homiyo hospital,22.9762437,90.2179441,1,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Gaurnadi Upazila,ChIJS2VAXlVDVTcRZF8gXqpDmdc,"X6G9+F5 Gournadi, Bangladesh",7MJGX6G9+F5
4239,Mother Medical Hall,22.9272131,90.2178379,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Unnamed Road,ChIJuzdrhwBDVTcRwIxoYgxJJcE,"W6G9+V4 Ratnapur Union, Bangladesh",7MJGW6G9+V4
4240,Bhagyakul Sub-Health Center,23.5076838,90.2176465,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Sreenagar Upazila,ChIJi2zAg9ubVTcRrtMJBZfeP_M,"G659+33 Kabutorkhola, Bangladesh",7MMGG659+33
4241,Raithora Community Clinic,24.7631008,90.2175915,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Muktagacha Upazila,ChIJ3w_4f9MxVjcRnvrGp7CzRGU,"Q679+62 Raithora, Bangladesh",7MPGQ679+62
4243,Bhagyakul Sub-Health Center.,23.5069577,90.217336,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Sreenagar Upazila,ChIJXUWNK4ibVTcRbz7Vsuysh3Q,"G648+QW Kabutorkhola, Bangladesh",7MMGG648+QW
4244,Hira Panna Eye Hospital,23.5207768,90.2172492,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Sreenagar Upazila,ChIJiYK6W56bVTcR7fDlTJy0O5k,"G6C8+8V Balasur, Bangladesh",7MMGG6C8+8V
4245,Sima General Hospital & Diagonistic Center,23.5169789,90.2169169,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Sreenagar - Dohar Highway,ChIJdS1ApdGbVTcRT3V3DzCiyx4,"G688+QQ Balasur, Bangladesh",7MMGG688+QQ
4246,Mirzaganj Upazila Hospital Complex,22.359816,90.216861,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']","Hospital Road, Mirzaganj",ChIJETM0Bd27qjARYeH0oej7h90,"9658+WP Mirzaganj, Bangladesh",7MJG9658+WP
4247,Sami General Hospital,23.5167028,90.2167403,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","শ্রীনগর রোড, Dohar",ChIJ-dPvddibVTcR7AMaJxJlRic,"G688+MM Balasur, Bangladesh",7MMGG688+MM
4248,"Islamia Clinic & Diagnostic Center, Shubidkhali",22.3631461,90.2161307,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Bot Tola Road, Mirzaganj",ChIJ8UgZS5G7qjAR2TTtXWH07qk,"9678+7F Mirzaganj, Bangladesh",7MJG9678+7F
4249,Animal Hospital Madaripur,23.1720527,90.2154077,3,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Madaripur Sadar Upazila,ChIJMY5ujA1uVTcRE36b9L_FOcc,"56C8+R5 Madaripur, Bangladesh",7MMG56C8+R5
4250,Institute of Health Technology (IHT),23.5226327,90.2153489,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Sreenagar Upazila,ChIJN5PgRfGbVTcR69BHH5ltZmA,"G6F8+34 Balasur, Bangladesh",7MMGG6F8+34
4251,K. I. Digital Hospital & Diagnostic Center,23.1686094,90.2151883,4.6,7,"['hospital', 'health', 'point_of_interest', 'establishment']","Kulapuddi, Madaripur",ChIJvbIlWA1uVTcRKTnEyScNlCA,"5698+C3 Madaripur, Bangladesh",7MMG5698+C3
4252,Meristop Clinic,23.168652,90.2147651,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","freedom fighter Unos sorder Road, Madaripur",ChIJa4fEhEdvVTcRFUOOyjRTnkQ,"5697+FW Madaripur, Bangladesh",7MMG5697+FW
4253,Kamargaon Community Clinic,23.5168483,90.2143139,3.3,4,"['hospital', 'health', 'point_of_interest', 'establishment']",Sreenagar - Dohar Highway,ChIJKwMSJc6bVTcRb9MjeJWP7U4,"G687+PP Balasur, Bangladesh",7MMGG687+PP
4254,Union Health and Family Welfare Center,25.0045841,90.2142277,5,3,"['hospital', 'health', 'point_of_interest', 'establishment']",Nakla Upazila,ChIJ3bnPcBnPVzcRUw7eTunH9xA,"2637+RM Bainjan, Bangladesh",7MQG2637+RM
4255,Community Clinic কমিউনিটি ক্লিনিক,22.3911883,90.2140084,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Mirzaganj Upazila,ChIJ5_3SxK67qjARYB40xAkwtZg,"96R7+FJ Mirzaganj, Bangladesh",7MJG96R7+FJ
4256,"Islami Bank A R Hawolader Hospital, Madaripur",23.1677924,90.2131677,4.3,3,"['hospital', 'health', 'point_of_interest', 'establishment']","Panichatra Club, Hwy, 7900, Madaripur",ChIJd0TXLG1uVTcRdqJW_9LJ95c,"5697+47 Madaripur, Bangladesh",7MMG5697+47
4257,Rasulpur Community Clinic,24.6718022,90.2130069,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Fulbaria Upazila,ChIJK0-PPhI7VjcRxhM7TLP_L6c,"M6C7+P6 Bade Pabaijan, Bangladesh",7MPGM6C7+P6
4258,Momtaz Diabetic Hospital & Diagnostic Centre,23.9101669,90.2121849,3,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Kaliakair - Dhamrai Highway,ChIJscMyi2bvVTcRhjMAu0OFUEc,"W666+3V Dhamrai, Bangladesh",7MMGW666+3V
4259,Kadirpur Hospital,23.368579,90.2121295,5,9,"['hospital', 'health', 'point_of_interest', 'establishment']","Shibchar Road, শিবচর",ChIJ13eP7RB2VTcRqbjGedjmpHQ,"9696+CV Shibchar, Bangladesh",7MMG9696+CV
4260,Madaripur Sadar Hospital,23.1653896,90.2120648,4.1,61,"['hospital', 'health', 'point_of_interest', 'establishment']","Madaripur Hospital Road, Madaripur",ChIJRcxH8GxuVTcR0jKBHWhaTlg,"5686+5R Madaripur, Bangladesh",7MMG5686+5R
4262,Islami Bank Comunity Hospital,23.1674409,90.2114476,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Public Library Road, Public Library Road মাদারীপুর - ঢাকা মহাসড়ক, মাদারীপুর",ChIJx917tmxuVTcRBMxYCzj0dMY,"5686+XH Madaripur, Bangladesh",7MMG5686+XH
4263,Sikder Clinic and Diagnostic Center,22.9695762,90.2108719,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Gaurnadi Upazila,ChIJAQF2iRJDVTcRlq1BZcdSaPE,"X696+R8 Gournadi, Bangladesh",7MJGX696+R8
4264,Akala Hospital,22.7932557,90.2104931,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Unnamed Road, Saliabakpur Union",ChIJre_bB0RPVTcR9wl4E5EgakU,"Q6V6+85 Saliabakpur Union, Bangladesh",7MJGQ6V6+85
4265,Kalkini Upazila Health Complex,23.0747929,90.2102889,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Bhuraghata local bus stand,ChIJZzANPl9pVTcRFY_jXT1r1m0,"36F6+W4 Vurghata, Bangladesh",7MMG36F6+W4
4266,Gikambura Health Centre,22.7931689,90.210189,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Unnamed Road, gikambura",ChIJR8Jby19PVTcRn37XFW7Lovg,"Q6V6+73 Saliabakpur Union, Bangladesh",7MJGQ6V6+73
4267,Babu Chodhury General Hospital,23.165016,90.2101216,4.5,2,"['hospital', 'health', 'point_of_interest', 'establishment']","Lake View Road, Madaripur",ChIJTT9Pv7NvVTcRHEUvT5g2054,"5686+22 Madaripur, Bangladesh",7MMG5686+22
4269,Chawdhury Clinic,23.1650733,90.210084,3.6,10,"['hospital', 'health', 'point_of_interest', 'establishment']",Madaripur,ChIJS7EueWtuVTcRWYQQpYN8D0Y,"5686+22 Madaripur, Bangladesh",7MMG5686+22
4271,Setara General Hospital,23.1690308,90.209788,4.5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Madaripur,ChIJh5TemhRuVTcRaMzdP4EPg2Q,"5695+JW Madaripur, Bangladesh",7MMG5695+JW
4272,Noor Diagonistic Center and Clinic,23.076589,90.2093863,4.5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Kalkini Upazila,ChIJIf951f9pVTcRDjdUEiWkRt4,"36G5+JQ Vurghata, Bangladesh",7MMG36G5+JQ
4273,Bangila Community Clinic,22.9967575,90.2091773,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Gaurnadi Upazila,ChIJb2XKSGtDVTcREquMoW3Teqg,"X6W5+PM Rajiher, Bangladesh",7MJGX6W5+PM
4274,Dewan Digital Hospital,24.0765986,90.2090899,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","KonaBari BSCIC Main Road, Gazipur",ChIJn3eJFMHjVTcRE1eEWCJKOFw,"36G5+JJ Kaliakair, Bangladesh",7MPG36G5+JJ
4276,Madaripur Diabetic Hospital,23.1670066,90.2090752,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Madaripur,ChIJL5jKOWtuVTcR7W5bG5YtUy4,"5685+RJ Madaripur, Bangladesh",7MMG5685+RJ
4277,Dewan Digital Hospital and Diagnostic Center (Pvt),24.0765857,90.2090627,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","KonaBari BSCIC Main Road, Gazipur",ChIJaWFjFMHjVTcRqwNtOQ1L4Cc,"36G5+JJ Kaliakair, Bangladesh",7MPG36G5+JJ
4278,National Hospital And Diagnostic Centre,24.0765297,90.2090148,3,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Kaliakair Upazila,ChIJT7eGiHjjVTcRxZ-I9gFegnE,"36G5+JJ Kaliakair, Bangladesh",7MPG36G5+JJ
4280,Prottyasha Private Hospital,23.1669477,90.2087376,4,4,"['hospital', 'health', 'point_of_interest', 'establishment']","Lake View Road, Madaripur",ChIJm7blOmtuVTcRSJmyKbg38Xo,"5685+QF Madaripur, Bangladesh",7MMG5685+QF
4281,Sheba specialized hospital and diagnostic center,24.0771447,90.2086785,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Dhaka - Tangail Highway,ChIJzQuGHhnjVTcRstmG_rVpO_k,"36G5+VF Kaliakair, Bangladesh",7MPG36G5+VF
4282,Ranapasha Union Health and Family Planning Center,22.553205,90.2075276,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Nattun Hatt Sarak,ChIJu6-ijYyzqjARB8wPJ3GFIyo,"H635+72 Mathbari, Bangladesh",7MJGH635+72
4284,appolo digital hospital,23.1653702,90.2075034,3,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Madaripur,ChIJZSNw-mpuVTcRnvLVRveEYJw,"5685+42 Madaripur, Bangladesh",7MMG5685+42
4285,Kalidas Clinic,24.2873033,90.2074733,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Sakhipur Road, Kalidas",ChIJ99cjTJEPVjcRxuhfRJi0g3Q,"76P4+WX Kalidas, Bangladesh",7MPG76P4+WX
4286,Bani Diagnostic Centre,22.6432927,90.2073952,4.5,2,"['hospital', 'health', 'point_of_interest', 'establishment']","Hospital Road, Jhalokati",ChIJca-7ibRNVTcR7DyrUhX-YdY,"J6V4+8X Jhalokati, Bangladesh",7MJGJ6V4+8X
4288,Digital Apollo Hospital,23.1653899,90.207327,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']","Lakeview tower, Circuit House Road",ChIJS5zfTupvVTcRNheBRu4SiL4,"5684+5W Madaripur, Bangladesh",7MMG5684+5W
4289,Muktijoddha Complex,22.6431895,90.2070375,4,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Hospital Road,ChIJUf7z19lNVTcRWySKOHZsV2I,"J6V4+7R Jhalokati, Bangladesh",7MJGJ6V4+7R
4290,Jhalokati Sadar Hospital with 250 beds,22.6434007,90.2066454,3,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Road, Jhalokati",ChIJ2-3y_uVNVTcRgc7VmXcHknY,"J6V4+9M Jhalokati, Bangladesh",7MJGJ6V4+9M
4292,Niramoy Clinic,23.1702023,90.2065568,4.4,22,"['hospital', 'health', 'point_of_interest', 'establishment']",Madaripur,ChIJ0zijcRVuVTcRUK-F4PDJPmg,"56C4+3J Madaripur, Bangladesh",7MMG56C4+3J
4294,Nurjehan Selim Niramoy Hospital,23.1702829,90.2065291,4.7,3,"['hospital', 'health', 'point_of_interest', 'establishment']",Madaripur,ChIJc9AScRVuVTcRNXGljntBovs,"56C4+4J Madaripur, Bangladesh",7MMG56C4+4J
4295,Jhalokati Sadar Hospital,22.6438113,90.206183,3.8,4,"['hospital', 'health', 'point_of_interest', 'establishment']",Jhalokati,ChIJvZMaV5VMVTcRkCVG69X-wBs,"J6V4+GF Jhalokati, Bangladesh",7MJGJ6V4+GF
4296,Union Health Center,22.7477634,90.2050904,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Panchagram - Nabogram Road,ChIJm6p6OnZPVTcR5FaUS1vvoLE,"P6X4+42 Atghar Kuriana Union, Bangladesh",7MJGP6X4+42
4297,Chamta Niamoti Sub Centre Hospital,22.6867772,90.2045388,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Jhalokati Sadar Upazila,ChIJSyJcSk5NVTcRoelVC0jlJy4,"M6P3+PR Kirtipasha Union, Bangladesh",7MJGM6P3+PR
4298,Mamotaz Hospital,22.6419904,90.2043897,3.5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Jhalokati,ChIJw7KKQMBMVTcROuZ71lOTfeI,"J6R3+QQ Jhalokati, Bangladesh",7MJGJ6R3+QQ
4299,Dr. Kazi A. Razzak Clinic,23.5154352,90.2041598,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Sreenagar Upazila,ChIJUT2esLebVTcRrvZpyvddfeA,"G683+5M Baghra, Bangladesh",7MMGG683+5M
4300,Gava Ramchandrapur UHC,22.7504958,90.2028085,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Gave, Ramchandrapur Road",ChIJkzykBIRPVTcR3DTjl1WKmuc,"Q623+54 Atghar Kuriana Union, Bangladesh",7MJGQ623+54
4301,Dhuriail Community Clinic,22.9941033,90.2024974,5,6,"['hospital', 'health', 'point_of_interest', 'establishment']",Gaurnadi Upazila,ChIJy3sYL4RDVTcRxC_VbLVfo6E,"X6V2+JX Rajiher, Bangladesh",7MJGX6V2+JX
4302,Jhalakati Govt.Hospital,22.646657,90.202183,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Road, Jhalokati",ChIJPXt8l8pNVTcRi82keBGWFMU,"J6W2+MV Jhalokati, Bangladesh",7MJGJ6W2+MV
4303,Nayabil union Health Complex,25.1516107,90.2013927,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Nalitabari - Hatipagar Highway,ChIJ_xiskHfFVzcRR5WSzyMe-W0,"5622+JH Nayabil, Bangladesh",7MQG5622+JH
4304,Moyda Community Clinic,22.3872988,90.2010233,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",,ChIJu5m-jlK7qjARasNvEnWEUNc,"96P2+WC Mirzaganj, Bangladesh",7MJG96P2+WC
4305,Desh Bangla Hospital & FWC,22.650085,90.2008103,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Barisal - Pirojpur Highway,ChIJIzgqsuFNVTcRKGUph6r6r18,"M622+28 Jhalokati, Bangladesh",7MJGM622+28
4308,Asmat Ali Khan Central Hospital Ltd.,23.167375,90.2006017,4.6,5,"['hospital', 'health', 'point_of_interest', 'establishment']",Madaripur,ChIJcbxDlFZvVTcRj54fPADMQWs,"5682+X6 Madaripur, Bangladesh",7MMG5682+X6
4310,Ratnapur Hospital,22.9133447,90.2003808,4,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Ratnapur,ChIJ9_CZl45DVTcRkUf-EiS7tJY,"W672+85 Ratnapur Union, Bangladesh",7MJGW672+85
4312,Charmugira Adhunik Hospital,23.1709397,90.2003781,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Police fari road, Madaripur",ChIJE17F0pdvVTcR8GvorXp8JHE,"56C2+95 Madaripur, Bangladesh",7MMG56C2+95
4313,Ratnapur Union Health and Family Welfare Center,22.9133813,90.200374,4.8,5,"['hospital', 'health', 'point_of_interest', 'establishment']",Ratnapur,ChIJHdP_qRhDVTcRBO3LhZYpt2E,"W672+94 Ratnapur Union, Bangladesh",7MJGW672+94
4314,Sador Hospital,22.637856,90.1999496,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Jhalokati,ChIJR27v9MNMVTcRwZbOZ2Rwv2U,"J5QX+4X Jhalokati, Bangladesh",7MJGJ5QX+4X
4315,Sagardighi Community Clinic,24.4676905,90.1997112,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Sagordighee,ChIJG7F_oPEWVjcRV-vjEBlwg7s,"F59X+3V Sagordighee, Bangladesh",7MPGF59X+3V
4316,"Square Clinic, Jhalakati",22.6426724,90.1996771,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Front of D.C office, Thana Road, Jhalokati",ChIJfX6ubcJMVTcRTk6yBMUdM-c,"J5VX+3V Jhalokati, Bangladesh",7MJGJ5VX+3V
